NID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
N601,0.9371424236278472,0.8141662411871948,0.0692410271276458,0.70217597608098,0.31789458042476326,0.697819286131562,0.5919499504962005,0.18228556279973418,0.46008190334578103,0.1902924855494348,0.33542835212210775,0.521809443627717,0.40606869836483384,0.42801276692262036,1.0,0.8456856504908501,0.34102044979226775,0.5586812350647961,0.19287548475404037,0.3588006612881145,0.30562274808471557,0.5579423875751672,0.3259839998172538,0.2876559658507176,0.0,0.47103250012150966,0.28137789799711754,0.8671069928927864,0.3937527562648029,0.855361090939823,0.23073310710242367,0.0,0.5126691538043815,0.5427795881150814,0.6198859966061718,0.38243267224424926,0.923152578733152,0.8399917256547269,0.7156357203102743,0.6152193580542189,0.8107386500087159,0.6607747155612742,0.2659622705186848,0.3380443339924568,0.5521946514545562,0.40328756453254755,0.8346484615685767,0.5370900153293405,0.7119844546286913,0.426713265995204,0.5628165468442603,0.6923908560966083,0.4935706826472597,0.40491367570757575,0.4307219082438678,0.7873561436499585,0.9076229767269979,0.5445751955248852,0.45797820941879763,0.48565917385894863,0.6030248300248786,0.2542086770226888,0.6802793316819589,0.8744329393157386,0.7815377391743823,0.5214000736486923,0.12729466941891587,0.17401764912938233,0.6448949276418716,0.5228771813272033,0.9284745167915389,0.07804198345820623,0.30525449765627855,0.668581546265159,0.1025034001277163,0.7959701740583114,0.6551207097109,0.4712809212396678,0.4115054775829776,0.8723282274058874,0.43718046172580216,0.3977745993906865,0.48503287344465207,0.04563049678472453,0.5072274900430784,0.8374847673912882,0.5866337061324884,0.7233151261825697,0.4874074826511787,0.2508626901253592,0.3304440869942482,0.3808329336134193,0.5651254751301167,0.48848801257099694,0.2665917954118413,0.6881152369833217,0.5502867919458367,0.6571752076024495,0.770380450245284,0.5775603023466829,0.48121902599996247,0.4593011664292135,0.620028940245902,0.41244295008073095,0.752749505405518,0.8332292923223577,0.6728483490460349,0.43266210513138503,0.2977528564424574,0.5096313527556049
N623,0.9108312670623491,0.7606167609592376,0.5959617635035102,0.7064912742080196,0.039997866329940734,0.39111327175123733,0.47907481221773196,0.6066249527466425,0.7470739809068618,0.9321872741074912,0.6633089156039205,0.44878746339236386,0.13990821514380514,0.03219467394228559,0.4615461583598517,0.5990827715613705,0.6623543139030517,0.6877819530309353,0.4751892661643069,0.20072266474016942,0.8052309191807581,0.6463955482031452,0.0,0.13384499504900305,0.43048610996993375,0.34624204694046057,0.24649990334364702,0.9118989827434234,0.23029652313925908,0.8450566956230432,0.37885564023781626,0.8755223133630352,0.6671679445789778,0.6138977084192447,0.6229108861989516,0.3546314893028466,0.814874921563387,0.7674575273244955,0.9026101509671207,0.9785659164413119,0.9262283448842936,0.37852216524152027,0.028929236184012552,0.16978172834660654,0.39126339621543593,0.5913574242322284,0.8264475654204944,0.5415027941880908,0.6614961899758782,0.3184194734221819,0.6634195004262438,0.7870167992186907,0.6097017720712756,0.4813887422806147,0.365063173479939,0.48120451381328166,0.30676798269632854,0.0,0.7256899354906636,0.8981632867034932,0.9422770523615327,0.45692090695229126,0.5144625113625807,0.6347793997283588,0.6094190348076154,0.15156614356601494,0.2993397471618664,0.4678035082306451,0.6148054197219608,0.3834271316191007,0.6011069844898884,0.09853123722132295,0.48548495554859983,0.7736844375949659,0.11855209694567748,0.812417614003607,0.2898991161673621,0.21712196047337784,0.05713996183112613,0.5872555749956518,0.7735824236424378,0.8299932694753807,0.5280251565854996,0.08769741439937206,0.034714891409748816,0.11896976506432111,0.21864982452279946,0.6303451821695489,0.8047688091210148,0.8031087541057786,0.868803941511942,0.5738731942165032,0.19032553504803218,0.24531364728318295,0.07019994022539322,0.4504435600392753,0.6847765300335595,0.7409969737045685,0.7386874084568262,0.924152411533214,0.9150166694671498,0.6624663793500076,0.31535189450823964,0.06258753705515119,0.2880165219057744,0.5735780156337569,0.684201289766861,0.5453815174269039,0.6482624816417228,0.5494647079412971
N634,0.8178029719829283,0.7290930700601166,0.5661639631744038,0.74965645395514,0.34993348756688647,0.7156702240899904,0.5139874601336487,0.11481159657159878,0.2931663844319701,0.5483791132101032,0.5703625764381286,0.36019430044689216,0.30051877257574233,0.41799055191950174,0.4804861437805812,0.5946557785173354,0.7019683742382767,0.48040952332303277,0.3332331814835925,0.37495437281540944,0.5833947228711622,0.626471603038226,0.3024765742557065,0.39056777643054374,0.7302687978408358,0.18005590025131823,0.12047993687974667,0.9437783265193502,0.29799497009753395,0.8648947101701197,0.3878988073047367,0.3433968832832761,0.3141344171799574,0.24209667123432155,0.5523924452609208,0.3971589358370693,0.8925311842390329,0.4937772379289527,0.2182106677023512,0.5018002088036155,0.7680094685056247,0.625793696506662,0.27734421699187806,0.39557633010826976,0.5139437202997215,0.48280571668783523,0.6036799938028707,0.1404422954801703,0.5630144501437826,0.6538769956532633,0.80208102855795,0.7348959447062953,0.020493774531132658,0.07199344815489894,0.40351582533730834,0.7747400447278778,0.6234463371401944,0.31281664500966144,0.6810819732090749,0.5958994867251022,0.4160535101091227,0.12980025162687525,0.4067229686825158,0.7821255784529058,0.7598845288584926,0.18933767647467903,0.23934168052619498,0.25124538318596024,0.29145779812461114,0.5311452865353203,0.7076585597660596,0.11702085553042707,0.43902853600593517,0.7531734815556774,0.036057167391845724,0.6933672263849076,0.6477729723810626,0.6579424669216678,0.17135066142509459,0.41475802168497466,0.5948261111952888,0.6515564871479,0.41044020566914696,0.3991195445523772,0.6719774388075166,0.548872478902922,0.3882580153676827,0.4021108338620252,0.28745240431817365,0.15824575036640454,0.585693412409455,0.8288719002957805,0.6575536234231549,0.5285114496264214,0.12778923644327733,0.41868954097662936,0.630978657027299,0.6897120856083347,0.5731833100962831,0.6489941276267928,0.7370065099330532,0.5860188523274701,0.2757303718226467,0.29703723394595727,0.6300071691093763,0.8302195790402038,0.8302007180482178,0.3807990883124148,0.08818549403804354,0.19919840696638857
N640,0.8655710894136064,0.6769981706511317,0.2897522415241838,0.6889503604761558,0.34975864742227714,0.8434246113429253,0.42864145797284436,0.2259251376035536,0.22630020794895245,0.2621429758401064,0.60060656933274,0.40686926522903377,0.430916755409271,0.49914867604820756,0.6640100814838661,0.5482853472349234,0.704002717642652,0.36051440977462335,0.2463450593586458,0.14651912182671367,0.5789106344018364,0.8248919186116836,0.30619855313852895,0.44901880300676567,0.45600115199704305,0.3184068572772958,0.17386253447966737,0.963680673678482,0.3219298796957446,0.8248642772718995,0.12365178879372252,0.3568369359745702,0.39067992126001627,0.2765250930096954,0.6885698836013034,0.4825698755666963,0.9091631785777281,0.7017191075033224,0.421308866902109,0.6475712358978853,0.7636933541484723,0.28612310135031294,0.2557188209825654,0.32644774771370066,0.49025568147590093,0.4830688145475506,0.8048009800577347,0.4772898964847627,0.5818100286014669,0.33181528627574153,0.6295431400230882,0.5456092832482682,0.1163666755946906,0.18624461499712197,0.5073175430206902,0.9581197687839449,0.8758855598516675,0.34531509564658336,0.3723842727558804,0.4666185848363966,0.2767162933214422,0.27483283739456965,0.48334486447311065,0.8606609007292718,0.7507913221888884,0.12593139529417385,0.13119878878023883,0.15751450317293347,0.5748516633066174,0.4763288843205373,0.7463222379246872,0.09801126988895703,0.3182872093238984,0.7295468445754523,0.00991085334408126,0.8900495072866761,0.5690378742001485,0.6332202846515429,0.3344368207908701,0.7303532875284873,0.5588773477684299,0.45756684984007734,0.39947078907607647,0.24459486265368469,0.4444739258142363,0.7229160116075946,0.5496785523446306,0.5503616099340434,0.3859970360845182,0.2806807290362485,0.43431639779009856,0.38853375461985706,0.576223326019317,0.6620182521646711,0.2772191830999873,0.5974261286746696,0.5634000687132357,0.7255538617182538,0.5352728212110378,0.4659961679481057,0.5758440949030046,0.5757805921366526,0.5653315402569206,0.5408601977142098,0.7253725072077941,0.7076707812466339,0.4725193503400078,0.34482957419550075,0.10420279512254638,0.3227674434601795
N647,0.9814819884131794,0.6982567940885929,0.1561484524554544,0.6610512728939284,0.4287567641840724,0.8892431187814509,0.9344354483691859,0.6864430651130533,0.328818764861353,0.43623378998563567,0.49261926043982385,0.6226460874895565,0.4847053939301986,0.40818663728714455,0.6718648932619544,0.5027078977873316,0.6851184091738105,0.5729513716523797,0.3651788245770149,0.2132578140081023,0.6118902240559692,0.6598128405748866,0.3751899391609186,0.046659761097544106,0.44906881512724794,0.17128518999015796,0.2339773254980173,0.9168908554383961,0.32641582315318374,0.8699638038515332,0.3901191783224931,0.4387086943279428,0.3525152479924145,0.0407000626437366,0.5800037895896821,0.4501550262721139,0.9382165210377025,0.5493161441149823,0.38043906130860705,0.47846766170823685,0.6908825940399765,0.8424179166231625,0.4317067394918013,0.44101464767072684,0.5583836181631341,0.3907238087440419,0.559181641025134,0.38467439192208985,0.7746017184726952,0.7221772845423402,0.804876197118574,0.8258206352838897,0.35900498359114863,0.2539390756210196,0.337053895003919,0.6332725070078595,0.6552146991198242,0.747623748571641,0.7376860938638856,0.38879834406361624,0.41705168820953986,0.20602547451562714,0.4916660186681838,0.9357619684560632,0.8782605466858513,0.28255711636302294,0.12187680034367077,0.10441471905323851,0.3318114430112473,0.35283976968275965,0.8938035094397492,0.14419328044641588,0.3168238138041488,0.7247594603686593,0.08940646976316202,0.7659048854466164,0.15057470217652735,0.4009404908774741,0.40502693200687645,0.7772793519998231,0.606919809439205,0.3306860753291403,0.3161292432578193,0.21974803747434635,0.4849561984210595,0.6004545966407022,0.3072164929144492,0.5180532445101562,0.3728955233182205,0.4774241892955615,0.7799617983855569,0.6443092482422799,0.26524626130049,0.3312813771108267,0.15324651223272667,0.3645379717463584,0.632745857212285,0.789824670669077,0.9706645816040691,0.8922897207921778,0.6130391609276558,0.17932906529313186,0.0,0.6192619440698763,0.7615093520380469,0.8422835149467574,0.6751858979569079,0.1735785535283867,0.21592198632424697,0.5943518939293426
N673,0.8280156695573169,0.7531322276809078,0.05325081609771587,0.7132522469019023,0.059007991330872755,0.9624242456593493,0.886274983666226,0.690891651876882,0.46167680135476985,0.436587797717948,0.7452423999839084,0.6454681353825436,0.5788282965331746,0.448524594445189,0.45954502172389766,0.6102753559134726,0.8666848256725643,0.1325325674533815,0.4366056333074084,0.4976756443575141,0.7201300544875266,0.45414722129135043,0.3589794841573166,0.7314231053460389,0.3508446123159956,0.0778653727757046,0.2075135609093195,0.9767653939520642,0.2918820713603054,0.9093159558283332,0.35822701220968156,0.4655841001404042,0.5511125698649266,1.0,0.4166589641426981,0.37294730763460393,0.9260429723517518,0.8107069155003046,0.608090625622026,0.5975311326938026,0.6902772486218964,0.5400497660630208,0.49952494306853623,0.41788312005564876,0.23040638649763423,0.39356765669162996,0.6864819840111522,0.5842674252762663,1.0,0.6897666844724881,0.6978413967062806,0.9250453578606539,0.2837567895749089,0.31472173606744036,0.398840774088967,0.6926174005111534,0.9045354897552897,1.0,0.5512458740558941,0.3460560246167006,0.6200654442800442,0.44908290269268036,0.4944642054470023,0.8753132182755508,0.8701668663834425,0.43532709708597395,0.019614005577750504,0.3713191020087834,0.5507370289742539,0.419311369632851,0.9691556272719026,0.1748580804287485,0.2806026643684163,0.7881729297341735,0.2332389097991836,0.6164768512553565,0.14874501459416933,0.7348337828734657,0.15982513422932243,1.0,0.7491672014966753,0.4336134584118554,0.24235155830319854,0.306197942363724,0.5718674325380562,0.396079295389427,0.38706898895725317,0.732832109048104,0.5932200196475605,0.6894643693613034,0.6388243864239485,0.24081702204239264,0.047099067056478816,0.5570745186705608,0.05102544490091532,0.46181150614938815,0.6438366238253366,0.9721277941607696,0.8881037157698302,0.8319837568633375,0.4851824934612523,0.1280410049312195,0.38942662629051483,0.5567709699807892,0.7681500552689613,0.7980890996695962,0.5454530577899277,0.37506380519243976,0.2957216948252608,0.7065942933149927
N682,0.8041375894945304,0.8142868054765131,0.2839666782419954,0.7028563954609126,0.1887102475266147,0.6317644894588739,0.4372624863663077,0.415107527278451,0.20648715995594102,0.021841152316483203,0.33237333501529065,0.36416533579904353,0.5172843269938312,0.7930735106965585,0.7993522571778158,0.4541655343327875,0.4700445422113262,0.39407099193886097,0.21832250844090595,0.06991962368556415,0.4713950849727553,0.5876989310418139,0.3358055842727481,0.49527918122839765,0.46764166751745506,0.2246669988562644,0.16941984447748837,0.9693110411376438,0.40477352091056673,0.8116811320805937,0.0962039536316297,0.628589151736378,0.527058175932325,0.483043213673227,0.7344125532981707,0.5412668871413189,0.9667294334140024,0.8667309830625527,0.8706440278783703,0.8550798175701857,0.7862204780435604,0.19443609912013926,0.11280791048602623,0.3095355416157872,0.5920102113341272,0.6580301188068916,0.9172402085314388,0.7402031017900299,0.901680744163059,0.3517583648299478,0.10543391970350058,0.14512188077060273,0.16267166747093142,0.6245217817468074,0.9254467351402127,0.8779616133160744,0.7881279067642026,0.44504366973524156,0.2463434514720575,0.03384857457422186,0.2100019095450989,0.19755573318434472,0.617731910011571,0.8514535404465278,0.8245779267117541,0.45992098536225967,0.07665117906435626,0.2759205793172441,0.766629747911793,0.6598708815199643,0.6464522589540138,0.07319094047488761,0.17547769622797205,0.6742018861841643,0.09287023164597485,0.8977592894198096,0.7842526864151296,0.8451073812630057,1.0,0.8212438899881818,0.514725382463439,0.173944908521662,0.12259774185804417,0.11379854640836129,0.5322310023839236,0.7097456697374582,0.8631673046256765,0.9631668456822808,0.5897861330267915,0.099704494834441,0.2896721747711126,0.1707455606901931,0.3980576595477032,0.8546741719146667,0.609443101038778,0.8569266106615032,0.8540801443450619,0.7104706547625028,0.13258128991401463,0.04860441519304004,0.5841692556641647,0.8053048562378535,0.7290258585717311,0.9871004334545432,1.0,0.5450176049489528,0.06664607018865354,0.16898495552322856,0.1148716043226159,0.5849601277514012
N684,0.7947021645559289,0.8425416224745277,0.27557513227475283,0.7245574728040083,0.22065936958460952,0.663593286592004,0.34705699595178885,0.5224794169935194,0.1907516801275051,0.0,0.24878209065354895,0.4148387879031361,0.5048270899605996,0.7982906344259391,0.6559974720039463,0.5258304029957799,0.42162299609117326,0.34789752624601533,0.24975349182568607,0.18374800859601237,0.4818574212913518,0.49201088540576166,0.3829276165124611,0.5817665541326278,0.3808167201677861,0.2555642731167609,0.18320460107952385,0.983987296424857,0.37563476642026217,0.8421453601717985,0.05303831072342291,0.5430791466606024,0.5081521080519451,0.6585630086046876,0.7205593883209076,0.5500456405989098,0.9610438999939106,0.8873003413109473,0.8833028083136014,0.8735588880958858,0.7704415933549171,0.22252658834440808,0.10178751396961161,0.3111696507758097,0.6282979808584059,0.671412860023338,0.886496409188112,0.7903804683155613,0.8859881909993419,0.4812281823178637,0.10551019238300796,0.15130756224971265,0.10767972117719182,0.6941822702210629,0.9947492225692258,0.9535387281230214,0.740026956276779,0.523602129329447,0.2947559402564366,0.13196667022748443,0.14057995682378532,0.33630925971010583,0.7026837471657927,0.9048735493906861,0.8646226989349088,0.48646918191661825,0.09496338329518039,0.2410423162891675,0.6631279095890932,0.7329955821260228,0.661414136089661,0.0458189750852398,0.1775348426981509,0.6980466166241968,0.04942977413884364,0.8708503972211474,0.8326375936958357,0.9265547548893664,0.7090971788275056,0.8379514176795055,0.543412669961981,0.23172963145043468,0.034728167758657946,0.16690285930963,0.5957166542975756,0.7330359352417872,0.8293689317961253,1.0,0.6420454474755388,0.09022889590050909,0.27253738723265997,0.14893959963228554,0.4267362903756293,0.8418884589946174,0.6127992754018123,0.9076684843603289,0.8431348849881033,0.6777141919319547,0.175444886652258,0.02538388245011447,0.5243781922472408,0.8493345829483587,0.7831922900077188,0.9805179335398861,0.9177483338198726,0.6229863980133814,0.01935645315279544,0.1780942580626288,0.058725977931317175,0.615225238392668
N686,0.9118090288802705,0.6938924809401215,0.2494357857049181,0.6891588400512774,0.3897538053643075,0.8459955375328718,0.5179314297638484,0.4280346256091434,0.4250481120070617,0.447132936300477,0.4828661297397048,0.6280330545378092,0.5088812099056668,0.4874228460867016,0.6253437856648816,0.8050461852981243,0.6762042186892359,0.43318580679260776,0.29927888022211846,0.29734810687295976,0.45832454796982347,0.8429391623103584,0.6480210345871456,0.5472206950289547,0.08396506746066734,0.2480331396618567,0.2453406600152448,0.8892229577595572,0.3408131171545392,0.9041506562753057,0.18207506151702546,0.43974924700523843,0.4605854013661883,0.5183281219215132,0.736729816215302,0.40831555737349845,0.9059566214446022,0.7667629687553017,0.5956017719540796,0.6284399681421746,0.7534206296363664,0.5429949411281996,0.26885725528791227,0.37149155193992556,0.42595608356896264,0.4947237702454004,0.7868331743993622,0.646824415233823,0.5906145105254836,0.3444608431254892,0.6738770234969707,0.6996504519283917,0.18976414361713978,0.4041656934969069,0.5316604069957975,0.8699786252473132,0.83304393135586,0.5577126905773184,0.5132592007030325,0.40682830899459077,0.525765652069822,0.30517356462405587,0.42659410406122333,0.9135609823333652,0.8319480876352827,0.6321030494218576,0.12718091841998103,0.23687017644078878,0.4992978946029325,0.7123542871759128,0.7778044418300851,0.13785112611822115,0.35777564027375774,0.7408019915410478,0.09142507254546217,0.8282790547391414,0.5222559821631876,0.658477335513453,0.5496261526204762,0.7775984928375692,0.5866935949525214,0.5497537242663384,0.43179944981056906,0.15608918821817497,0.45555876398066175,0.7406885167729342,0.6446627268414886,0.6448696163261047,0.5306345112931012,0.4529814353791153,0.5119409496110165,0.4609527027569129,0.48592892625129025,0.5664619246063012,0.2717231188562437,0.605992362523466,0.5738260418547725,0.7496451971619535,0.697483715324779,0.6490435108862584,0.5303170020688412,0.5334025734482566,0.466332765649895,0.5362402494574781,0.7205859279019933,0.8503967460856074,0.4271921010222286,0.3660892449051971,0.09613169203839789,0.5133146731550369
N703,0.8489207210413952,0.8580175115166639,0.10931362162227742,0.6388655703822224,0.438723290044436,0.8288898449354747,0.6915006429262576,0.1697296474412724,0.01643636860353581,0.3099610392255272,0.5521074062453408,0.9567477974633221,0.565035815747251,0.3530502554749546,0.5205703019928478,0.6570131641110493,0.7875920995047636,0.14879996794115868,0.2532064910737972,0.18878967967975768,0.599470835775719,0.7304093688399007,0.23238771038450068,0.3855343446120969,0.5748761718750757,0.3781456110846193,0.2129888155932349,0.9754991853096726,0.18077474381425418,0.8158471696169727,0.3568620161713625,0.6432384078580071,0.29801410842810583,0.3859998488333076,0.526897736977844,0.6568898870264093,0.988637609703801,0.8454876016585331,0.7518867762510126,0.7038980043766969,0.7643490942728022,0.43073019103212573,0.22022870001455885,0.3301985448151754,0.6305220794929483,0.5600301429431056,0.8475332739353689,0.8256568115257323,0.7830377738682728,0.414227392835528,0.24072415657064994,0.3615097032907215,0.0,0.43826078603342467,0.768596991783852,0.9222664705812349,0.9382067848637234,0.5282262566033751,0.0,0.03666155585960951,0.2993502525587246,0.30512310204358073,0.5300608449178981,0.9156352534027974,0.6433084891714316,0.17178511347810854,0.2539347270867438,0.4381510866624012,0.9973506148016895,0.3774600610486232,0.6258784385627223,0.0822948987924974,0.09106826880633889,0.7301641795802425,0.20801406619193585,0.8564500205875447,0.38526626972452505,0.5782574054755969,0.564067267212522,0.6493418937843671,0.5774304848728207,0.4870582413241209,0.3249188723257248,0.2747848994222295,0.40729365158586006,0.6036667560729256,0.8701738647923776,0.7654041860041616,0.4087160219296493,0.05496111656066205,0.25233193307758484,0.16536925411855918,0.3609670235946396,0.7579472605384581,0.5618246259873558,0.7059113035220435,0.9468592470038857,0.7519586278949646,0.4424019342641259,0.1718456889866502,0.4769076503562246,0.6765117894628929,0.7007136111715226,0.8531678771087172,0.7058660487864472,0.5584416754936683,0.2133124043321004,0.26469203116630524,0.2934124565363163,0.5136955205471168
